,Unnamed: 0,TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
698,1327,3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11
708,1341,3184D,DIOSBU,35,2,89.7,139.6,2019,11.7,Understory,1-5,Alive,7,Young,5.0,649.31,0.03,0.1,0.05,"1,000.00",5.18,500.00,"1,505.18",0.1,0.05,16.9,0
510,960,2950,KOILLO,26,2,89.7,118.1,2019,21.6,Understory,6-11,Alive,53,Intermediate,3.0,"2,667.33",0.13,0.19,0.1,600.00,9.57,300.00,909.57,-0.3,-0.15,25.3,0
510,960,2950,KOILLO,26,2,89.7,118.1,2019,21.6,Understory,6-11,Alive,53,Intermediate,3.0,"2,667.33",0.13,0.19,0.1,600.00,9.57,300.00,909.57,-0.3,-0.15,25.3,0
698,1327,3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11
96,177,2427A,DILLSU,5,1,90.0,19.0,2019,13.6,Understory,1-5,Alive,28,Intermediate,2.0,411.30,0.02,0.12,0.06,400.00,6.03,200.00,606.03,1.1,0.55,18.8,0
109,207,2446A,AIDICO,6,1,89.8,34.2,2019,11.9,Understory,1-5,Alive,4,Young,2.0,273.41,0.01,0.11,0.05,400.00,5.27,200.00,605.27,0.1,0.05,17.1,0
879,1683,3416,XERONO,44,2,70.1,163.1,2019,25.5,Understory,6-11,Alive,53,Intermediate,10.5,"16,083.44",0.76,0.23,0.11,"2,100.00",11.3,"1,050.00","3,161.30",1.0,0.5,27.8,11
879,1683,3416,XERONO,44,2,70.1,163.1,2019,25.5,Understory,6-11,Alive,53,Intermediate,10.5,"16,083.44",0.76,0.23,0.11,"2,100.00",11.3,"1,050.00","3,161.30",1.0,0.5,27.8,11
904,1730,3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15
912,1741,3451,SARADE,45,2,92.8,175.9,2019,32.5,Canopy,12-17,Alive,59,Intermediate,36.5,"126,009.29",5.92,0.29,0.14,"7,300.00",14.4,"3,650.00","10,964.40",0.0,0.0,31.5,15
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
492,927,2932,INTSPA,25,1,91.4,93.7,2019,23.9,Understory,6-11,Alive,56,Intermediate,3.0,"3,711.73",0.17,0.21,0.11,600.00,10.59,300.00,910.59,-0.2,-0.1,26.8,0
665,1262,3133,CALOWA,33,2,54.8,137.1,2019,24.5,Understory,6-11,Alive,53,Intermediate,4.0,"5,369.35",0.25,0.22,0.11,800.00,10.86,400.00,"1,210.86",0.5,0.25,27.2,11
687,1307,3164,PEN1MO,34,2,70.3,127.6,2019,39.9,Canopy,12-17,Alive,53,Intermediate,4.0,"27,910.80",1.31,0.35,0.18,800.00,17.68,400.00,"1,217.68",1.3,0.65,34.6,0
510,960,2950,KOILLO,26,2,89.7,118.1,2019,21.6,Understory,6-11,Alive,53,Intermediate,3.0,"2,667.33",0.13,0.19,0.1,600.00,9.57,300.00,909.57,-0.3,-0.15,25.3,0
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
943,1790,3489,SARADE,46,2,99.9,183.7,2019,19.7,Understory,6-11,Alive,53,Intermediate,36.5,"24,101.86",1.13,0.17,0.09,"7,300.00",8.73,"3,650.00","10,958.73",1.5,0.75,23.9,15
11,29,2332,DIPTC1,1,1,19.7,10.6,2019,30.3,Canopy,12-17,Alive,56,Intermediate,13.5,"36,772.39",1.73,0.27,0.13,"2,700.00",13.43,"1,350.00","4,063.43",1.6,0.8,30.4,6
299,597,2696A,DRYPKI,16,1,90.5,72.0,2019,12.6,Understory,1-5,Alive,7,Young,1.5,244.04,0.01,0.11,0.06,300.00,5.58,150.00,455.58,0.3,0.15,17.8,9
926,1769,3474,SARADE,46,2,88.5,184.6,2019,50.1,Canopy,18-23,Alive,64,Mature,36.5,"565,971.36",26.6,0.44,0.22,"7,300.00",22.2,"3,650.00","10,972.20",1.1,0.55,37.9,15
939,1786,3486,SARADE,46,2,90.3,185.7,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.6,0.3,25.8,15
902,1727,3439,SARADE,45,2,87.3,177.2,2019,23.5,Understory,6-11,Alive,62,Mature,36.5,"42,726.86",2.01,0.21,0.1,"7,300.00",10.41,"3,650.00","10,960.41",0.0,0.0,26.5,15
692,1312,3166,XANTST,34,2,73.1,124.4,2019,59.9,Canopy,>24,Alive,61,Mature,3.5,"102,889.13",4.84,0.53,0.27,700.00,26.54,350.00,"1,076.54",1.2,0.6,40.4,0
304,604,2699A,SHORAC,16,1,93.3,70.3,2019,24.9,Understory,6-11,Alive,40,Intermediate,8.5,"12,035.32",0.57,0.22,0.11,"1,700.00",11.03,850.00,"2,561.03",1.8,0.9,27.4,0
971,1840,3518B,ARTOSC,47,2,68.4,190.3,2019,21.0,Understory,6-11,Alive,7,Young,2.5,"2,028.74",0.1,0.19,0.09,500.00,9.31,250.00,759.31,-0.1,-0.05,24.9,0
494,931,2935,DIPTC1,25,1,97.6,94.5,2019,21.3,Understory,6-11,Alive,52,Intermediate,13.5,"11,470.40",0.54,0.19,0.09,"2,700.00",9.44,"1,350.00","4,059.44",0.8,0.4,25.1,6
916,1745,3454,SARADE,45,2,95.6,178.4,2019,32.1,Canopy,12-17,Alive,59,Intermediate,36.5,"120,826.62",5.68,0.28,0.14,"7,300.00",14.22,"3,650.00","10,964.22",-2.6,-1.3,31.3,15
54,103,2377A,BUCHSE,3,1,49.0,12.0,2019,18.5,Understory,6-11,Alive,28,Intermediate,6.5,"3,509.46",0.16,0.16,0.08,"1,300.00",8.2,650.00,"1,958.20",0.5,0.25,23.0,0
822,1594,3353,SHORP2,42,2,28.8,161.1,2019,37.2,Canopy,12-17,Alive,54,Intermediate,11.5,"62,992.87",2.96,0.33,0.16,"2,300.00",16.48,"1,150.00","3,466.48",1.5,0.75,33.5,0
925,1768,3473,SARADE,46,2,87.8,184.7,2019,19.1,Understory,6-11,Alive,54,Intermediate,36.5,"21,824.56",1.03,0.17,0.08,"7,300.00",8.46,"3,650.00","10,958.46",-0.1,-0.05,23.5,15
698,1327,3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11
489,924,2929,DIPTC1,25,1,90.5,95.1,2019,22.2,Understory,6-11,Alive,55,Intermediate,13.5,"13,121.66",0.62,0.2,0.1,"2,700.00",9.84,"1,350.00","4,059.84",0.1,0.05,25.7,6
495,932,2935A,ALANEB,25,1,97.0,94.2,2019,14.2,Understory,6-11,Alive,7,Young,4.5,"1,057.48",0.05,0.13,0.06,900.00,6.29,450.00,"1,356.29",0.5,0.25,19.4,5
510,960,2950,KOILLO,26,2,89.7,118.1,2019,21.6,Understory,6-11,Alive,53,Intermediate,3.0,"2,667.33",0.13,0.19,0.1,600.00,9.57,300.00,909.57,-0.3,-0.15,25.3,0
294,590,2690,OCHAAM,16,1,85.1,71.7,2019,15.0,Understory,6-11,Alive,4,Young,10.0,"2,786.23",0.13,0.13,0.07,"2,000.00",6.65,"1,000.00","3,006.65",-0.1,-0.05,20.1,0
709,1345,3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0
207,424,2590,PEN1MO,11,1,16.5,48.7,2019,67.2,Emergent,>24,Alive,68,Mature,4.0,"178,566.09",8.39,0.6,0.3,800.00,29.78,400.00,"1,229.78",0.4,0.2,42.0,0
903,1728,3439A,SARADE,45,2,86.8,176.0,2019,24.1,Understory,6-11,Alive,7,Young,36.5,"46,412.74",2.18,0.21,0.11,"7,300.00",10.68,"3,650.00","10,960.68",-0.2,-0.1,26.9,15
472,902,2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0
178,370,2554,GANUSN,10,1,19.8,38.7,2019,14.9,Understory,6-11,Alive,48,Intermediate,4.0,"1,091.51",0.05,0.13,0.07,800.00,6.6,400.00,"1,206.60",-0.1,-0.05,20.0,0
911,1740,3450A,SARADE,45,2,92.2,174.5,2019,17.2,Understory,6-11,Alive,7,Young,36.5,"15,632.49",0.73,0.15,0.08,"7,300.00",7.62,"3,650.00","10,957.62",0.6,0.3,22.0,15
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
936,1782,3483,SARADE,46,2,91.9,180.0,2019,28.1,Understory,6-11,Alive,57,Intermediate,36.5,"77,205.79",3.63,0.25,0.12,"7,300.00",12.45,"3,650.00","10,962.45",0.1,0.05,29.3,15
20,42,2339A,ARCHDI,1,1,8.5,1.2,2019,18.7,Understory,6-11,Alive,35,Intermediate,0.5,279.39,0.01,0.17,0.08,100.00,8.29,50.00,158.29,0.2,0.1,23.2,0
904,1730,3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15
910,1739,3450,SARADE,45,2,94.0,174.6,2019,48.2,Canopy,18-23,Alive,66,Mature,36.5,"493,548.57",23.2,0.43,0.21,"7,300.00",21.36,"3,650.00","10,971.36",0.1,0.05,37.4,15
936,1782,3483,SARADE,46,2,91.9,180.0,2019,28.1,Understory,6-11,Alive,57,Intermediate,36.5,"77,205.79",3.63,0.25,0.12,"7,300.00",12.45,"3,650.00","10,962.45",0.1,0.05,29.3,15
673,1277,3145,DIOSSI,34,2,62.2,124.6,2019,17.2,Understory,6-11,Alive,54,Intermediate,1.5,642.43,0.03,0.15,0.08,300.00,7.62,150.00,457.62,0.4,0.2,22.0,0
287,581,2683,XANTEU,16,1,90.4,70.2,2019,14.4,Understory,6-11,Alive,52,Intermediate,16.0,"3,926.52",0.18,0.13,0.06,"3,200.00",6.38,"1,600.00","4,806.38",-0.1,-0.05,19.6,15
698,1327,3179,MONOMA,35,2,89.7,129.4,2019,23.0,Understory,6-11,Alive,53,Intermediate,15.0,"16,365.25",0.77,0.2,0.1,"3,000.00",10.19,"1,500.00","4,510.19",0.0,0.0,26.2,11
708,1341,3184D,DIOSBU,35,2,89.7,139.6,2019,11.7,Understory,1-5,Alive,7,Young,5.0,649.31,0.03,0.1,0.05,"1,000.00",5.18,500.00,"1,505.18",0.1,0.05,16.9,0
489,924,2929,DIPTC1,25,1,90.5,95.1,2019,22.2,Understory,6-11,Alive,55,Intermediate,13.5,"13,121.66",0.62,0.2,0.1,"2,700.00",9.84,"1,350.00","4,059.84",0.1,0.05,25.7,6
472,902,2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0
268,549,2666B,PIMELO,15,1,90.8,49.2,2019,13.4,Understory,1-5,Alive,7,Young,0.5,98.24,0.0,0.12,0.06,100.00,5.94,50.00,155.94,-0.3,-0.15,18.6,0
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
856,1652,3392,OCHAAM,43,2,40.5,171.3,2019,24.8,Understory,6-11,Alive,55,Intermediate,10.0,"13,972.55",0.66,0.22,0.11,"2,000.00",10.99,"1,000.00","3,010.99",0.0,0.0,27.4,0
478,908,2915,DIPLMA,25,1,94.3,86.8,2019,16.0,Understory,6-11,Alive,48,Intermediate,5.5,"1,875.29",0.09,0.14,0.07,"1,100.00",7.09,550.00,"1,657.09",0.2,0.1,21.0,0
456,879,2895,MESURA,24,1,64.1,94.0,2019,21.7,Understory,6-11,Alive,54,Intermediate,8.0,"7,220.39",0.34,0.19,0.1,"1,600.00",9.62,800.00,"2,409.62",1.2,0.6,25.4,0
18,38,2337,DIPTC1,1,1,15.7,0.7,2019,34.1,Canopy,12-17,Alive,55,Intermediate,13.5,"54,884.60",2.58,0.3,0.15,"2,700.00",15.11,"1,350.00","4,065.11",1.3,0.65,32.2,6
100,183,2431,RYPAAC,5,1,93.7,4.3,2019,32.1,Canopy,12-17,Alive,56,Intermediate,2.0,"6,620.64",0.31,0.28,0.14,400.00,14.22,200.00,614.22,-0.3,-0.15,31.3,0
924,1765,3470,SARADE,46,2,89.9,191.9,2019,33.6,Canopy,12-17,Alive,59,Intermediate,36.5,"141,106.19",6.63,0.3,0.15,"7,300.00",14.89,"3,650.00","10,964.89",1.1,0.55,32.0,15
904,1730,3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15
904,1730,3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15
287,581,2683,XANTEU,16,1,90.4,70.2,2019,14.4,Understory,6-11,Alive,52,Intermediate,16.0,"3,926.52",0.18,0.13,0.06,"3,200.00",6.38,"1,600.00","4,806.38",-0.1,-0.05,19.6,15
287,581,2683,XANTEU,16,1,90.4,70.2,2019,14.4,Understory,6-11,Alive,52,Intermediate,16.0,"3,926.52",0.18,0.13,0.06,"3,200.00",6.38,"1,600.00","4,806.38",-0.1,-0.05,19.6,15
922,1758,3465,MYRIM2,46,2,87.6,194.6,2019,61.8,Emergent,>24,Alive,69,Mature,0.5,"16,456.47",0.77,0.55,0.27,100.00,27.38,50.00,177.38,0.3,0.15,40.8,0
490,925,2930,CANALR,25,1,93.1,95.1,2019,61.7,Emergent,>24,Alive,67,Mature,4.0,"130,881.57",6.15,0.55,0.27,800.00,27.34,400.00,"1,227.34",0.0,0.0,40.8,0
926,1769,3474,SARADE,46,2,88.5,184.6,2019,50.1,Canopy,18-23,Alive,64,Mature,36.5,"565,971.36",26.6,0.44,0.22,"7,300.00",22.2,"3,650.00","10,972.20",1.1,0.55,37.9,15
504,946,2941A,ARCHBU,26,2,89.0,106.0,2019,17.4,Understory,6-11,Alive,7,Young,11.5,"5,109.03",0.24,0.15,0.08,"2,300.00",7.71,"1,150.00","3,457.71",1.0,0.5,22.2,0
109,207,2446A,AIDICO,6,1,89.8,34.2,2019,11.9,Understory,1-5,Alive,4,Young,2.0,273.41,0.01,0.11,0.05,400.00,5.27,200.00,605.27,0.1,0.05,17.1,0
705,1338,3184A,LITHCU,35,2,88.4,136.7,2019,61.4,Emergent,>24,Alive,40,Intermediate,5.5,"176,812.92",8.31,0.54,0.27,"1,100.00",27.21,550.00,"1,677.21",1.8,0.9,40.8,0
938,1785,3485A,SARADE,46,2,92.1,188.8,2019,16.6,Understory,6-11,Alive,7,Young,36.5,"13,973.54",0.66,0.15,0.07,"7,300.00",7.36,"3,650.00","10,957.36",-0.2,-0.1,21.5,15
503,945,2941,DIPTC1,26,2,88.8,105.1,2019,37.5,Canopy,12-17,Alive,58,Intermediate,13.5,"76,021.93",3.57,0.33,0.17,"2,700.00",16.62,"1,350.00","4,066.62",-0.3,-0.15,33.6,6
268,549,2666B,PIMELO,15,1,90.8,49.2,2019,13.4,Understory,1-5,Alive,7,Young,0.5,98.24,0.0,0.12,0.06,100.00,5.94,50.00,155.94,-0.3,-0.15,18.6,0
762,1469,3271A,MONOMA,38,2,42.7,154.0,2019,25.2,Understory,6-11,Alive,7,Young,15.0,"22,095.10",1.04,0.22,0.11,"3,000.00",11.17,"1,500.00","4,511.17",1.0,0.5,27.6,11
925,1768,3473,SARADE,46,2,87.8,184.7,2019,19.1,Understory,6-11,Alive,54,Intermediate,36.5,"21,824.56",1.03,0.17,0.08,"7,300.00",8.46,"3,650.00","10,958.46",-0.1,-0.05,23.5,15
116,221,2454B,NEOBHE,6,1,93.0,36.6,2019,17.4,Understory,6-11,Alive,7,Young,5.0,"2,221.32",0.1,0.15,0.08,"1,000.00",7.71,500.00,"1,507.71",1.1,0.55,22.2,0
908,1734,3444,SARADE,45,2,89.2,169.1,2019,39.1,Canopy,12-17,Alive,61,Mature,36.5,"237,432.95",11.16,0.35,0.17,"7,300.00",17.33,"3,650.00","10,967.33",0.9,0.45,34.3,15
274,557,2671,TEIJCO,15,1,89.9,59.5,2019,52.3,Canopy,18-23,Alive,63,Mature,1.5,"27,099.68",1.27,0.46,0.23,300.00,23.17,150.00,473.17,-7.7,-3.85,38.5,0
90,168,2423A,MACALO,5,1,95.0,18.2,2019,14.9,Understory,6-11,Alive,26,Intermediate,17.0,"4,638.90",0.22,0.13,0.07,"3,400.00",6.6,"1,700.00","5,106.60",0.6,0.3,20.0,0
119,233,2465,SANTLA,6,1,93.6,29.9,2019,18.5,Understory,6-11,Alive,7,Young,9.0,"4,859.26",0.23,0.16,0.08,"1,800.00",8.2,900.00,"2,708.20",0.5,0.25,23.0,4
106,199,2441C,CROTLA,6,1,81.6,28.0,2019,12.5,Understory,1-5,Alive,4,Young,11.0,"1,746.59",0.08,0.11,0.06,"2,200.00",5.54,"1,100.00","3,305.54",0.7,0.35,17.7,5
287,581,2683,XANTEU,16,1,90.4,70.2,2019,14.4,Understory,6-11,Alive,52,Intermediate,16.0,"3,926.52",0.18,0.13,0.06,"3,200.00",6.38,"1,600.00","4,806.38",-0.1,-0.05,19.6,15
905,1731,3442,SARADE,45,2,87.5,171.7,2019,17.5,Understory,6-11,Alive,54,Intermediate,36.5,"16,513.00",0.78,0.16,0.08,"7,300.00",7.75,"3,650.00","10,957.75",-2.0,-1.0,22.2,15
718,1356,3195,HORSS2,35,2,97.3,123.6,2019,42.7,Canopy,12-17,Alive,57,Intermediate,2.5,"22,086.64",1.04,0.38,0.19,500.00,18.92,250.00,768.92,0.4,0.2,35.6,0
709,1345,3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0
908,1734,3444,SARADE,45,2,89.2,169.1,2019,39.1,Canopy,12-17,Alive,61,Mature,36.5,"237,432.95",11.16,0.35,0.17,"7,300.00",17.33,"3,650.00","10,967.33",0.9,0.45,34.3,15
723,1377,3211,SARADE,36,2,89.9,157.6,2019,28.7,Understory,6-11,Alive,59,Intermediate,36.5,"82,860.04",3.89,0.25,0.13,"7,300.00",12.72,"3,650.00","10,962.72",-1.0,-0.5,29.6,15
483,915,2921,DRYPLO,25,1,80.7,91.6,2019,14.9,Understory,6-11,Alive,48,Intermediate,8.5,"2,319.45",0.11,0.13,0.07,"1,700.00",6.6,850.00,"2,556.60",-0.1,-0.05,20.0,0
134,273,2496A,EUGETU,7,1,71.8,27.4,2019,20.5,Understory,6-11,Alive,7,Young,1.0,750.67,0.04,0.18,0.09,200.00,9.08,100.00,309.08,1.6,0.8,24.5,8
743,1421,3246,SAR1GR,37,2,69.8,154.6,2019,97.1,Emergent,>24,Alive,72,Mature,5.0,"877,500.57",41.24,0.86,0.43,"1,000.00",43.03,500.00,"1,543.03",2.1,1.05,46.4,9
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
716,1354,3193,SANDKO,35,2,93.2,130.5,2019,19.0,Understory,6-11,Alive,53,Intermediate,4.0,"2,351.86",0.11,0.17,0.08,800.00,8.42,400.00,"1,208.42",0.1,0.05,23.4,2
301,600,2698A,SHOROV,16,1,95.8,74.6,2019,39.8,Canopy,12-17,Alive,48,Intermediate,2.0,"13,834.53",0.65,0.35,0.18,400.00,17.64,200.00,617.64,1.5,0.75,34.5,0
940,1787,3487,SARADE,46,2,91.7,183.9,2019,20.0,Understory,6-11,Alive,60,Mature,36.5,"25,302.73",1.19,0.18,0.09,"7,300.00",8.86,"3,650.00","10,958.86",0.9,0.45,24.2,15
472,902,2912A,DACRR1,25,1,89.8,81.6,2019,12.7,Understory,1-5,Alive,7,Young,22.0,"3,666.71",0.17,0.11,0.06,"4,400.00",5.63,"2,200.00","6,605.63",0.7,0.35,17.9,0
689,1309,3164B,LANSDO,34,2,70.6,126.5,2019,12.4,Understory,1-5,Alive,7,Young,6.5,"1,007.09",0.05,0.11,0.05,"1,300.00",5.49,650.00,"1,955.49",-0.5,-0.25,17.6,0
296,593,2693,DACRLA,16,1,87.7,76.7,2019,14.2,Understory,6-11,Alive,52,Intermediate,2.5,587.49,0.03,0.13,0.06,500.00,6.29,250.00,756.29,0.2,0.1,19.4,0
297,595,2695,CYNOMA,16,1,89.9,75.6,2019,60.1,Emergent,>24,Alive,65,Mature,5.0,"148,765.34",6.99,0.53,0.27,"1,000.00",26.63,500.00,"1,526.63",0.9,0.45,40.5,0
268,549,2666B,PIMELO,15,1,90.8,49.2,2019,13.4,Understory,1-5,Alive,7,Young,0.5,98.24,0.0,0.12,0.06,100.00,5.94,50.00,155.94,-0.3,-0.15,18.6,0
537,1013,2982,ANI1LA,27,2,78.8,110.3,2019,33.6,Canopy,12-17,Alive,55,Intermediate,5.5,"21,262.58",1.0,0.3,0.15,"1,100.00",14.89,550.00,"1,664.89",1.0,0.5,32.0,0
709,1345,3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0
95,176,2427,SHORP2,5,1,99.1,19.4,2019,47.0,Canopy,18-23,Alive,28,Intermediate,11.5,"142,260.14",6.69,0.42,0.21,"2,300.00",20.83,"1,150.00","3,470.83",1.3,0.65,37.0,0
713,1350,3190,HOMADI,35,2,97.8,131.7,2019,53.4,Canopy,18-23,Alive,68,Mature,0.5,"9,729.53",0.46,0.47,0.24,100.00,23.66,50.00,173.66,0.0,0.0,38.8,0
469,899,2911A,MEMEAM,25,1,85.2,83.0,2019,12.7,Understory,1-5,Alive,4,Young,3.0,500.01,0.02,0.11,0.06,600.00,5.63,300.00,905.63,0.0,0.0,17.9,0
5,23,2330B,ARTOIS,1,1,19.5,12.2,2019,14.6,Understory,6-11,Alive,7,Young,3.5,896.51,0.04,0.13,0.06,700.00,6.47,350.00,"1,056.47",0.4,0.2,19.7,6
931,1776,3480,SARADE,46,2,98.8,199.3,2019,12.4,Understory,1-5,Alive,40,Intermediate,36.5,"5,655.22",0.27,0.11,0.05,"7,300.00",5.49,"3,650.00","10,955.49",0.2,0.1,17.6,15
922,1758,3465,MYRIM2,46,2,87.6,194.6,2019,61.8,Emergent,>24,Alive,69,Mature,0.5,"16,456.47",0.77,0.55,0.27,100.00,27.38,50.00,177.38,0.3,0.15,40.8,0
908,1734,3444,SARADE,45,2,89.2,169.1,2019,39.1,Canopy,12-17,Alive,61,Mature,36.5,"237,432.95",11.16,0.35,0.17,"7,300.00",17.33,"3,650.00","10,967.33",0.9,0.45,34.3,15
939,1786,3486,SARADE,46,2,90.3,185.7,2019,22.4,Understory,6-11,Alive,53,Intermediate,36.5,"36,529.27",1.72,0.2,0.1,"7,300.00",9.93,"3,650.00","10,959.93",0.6,0.3,25.8,15
709,1345,3188,CYNOMA,35,2,93.4,135.5,2019,50.5,Canopy,18-23,Alive,58,Intermediate,5.0,"79,750.16",3.75,0.45,0.22,"1,000.00",22.38,500.00,"1,522.38",3.7,1.85,38.0,0
287,581,2683,XANTEU,16,1,90.4,70.2,2019,14.4,Understory,6-11,Alive,52,Intermediate,16.0,"3,926.52",0.18,0.13,0.06,"3,200.00",6.38,"1,600.00","4,806.38",-0.1,-0.05,19.6,15
920,1752,3460B,RYPAKU,46,2,82.6,186.4,2019,20.0,Understory,6-11,Alive,7,Young,11.0,"7,625.48",0.36,0.18,0.09,"2,200.00",8.86,"1,100.00","3,308.86",3.7,1.85,24.2,0
295,591,2691,KNEMST,16,1,87.8,78.9,2019,33.1,Canopy,12-17,Alive,56,Intermediate,1.0,"3,673.64",0.17,0.29,0.15,200.00,14.67,100.00,314.67,0.6,0.3,31.7,10
