TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan,harvested
2982,ANI1LA,27,2,78.8,110.3,2019,33.6,Canopy,12-17,Alive,55,Intermediate,5.5,"21,262.58",1.0,0.3,0.15,"1,100.00",14.89,550.00,"1,664.89",1.0,0.5,32.0,0,1
2982A,KNEMPA,27,2,79.2,119.2,2019,14.1,Understory,6-11,Alive,35,Intermediate,1.0,229.91,0.01,0.12,0.06,200.00,6.25,100.00,306.25,0.2,0.1,19.3,0,1
2982B,HOPEME,27,2,78.6,118.0,2019,12.8,Understory,1-5,Alive,7,Young,13.0,"2,219.30",0.1,0.11,0.06,"2,600.00",5.67,"1,300.00","3,905.67",0.1,0.05,18.0,0,0
2987A,SHORM1,27,2,76.6,102.8,2019,33.5,Canopy,12-17,Alive,28,Intermediate,21.0,"80,364.61",3.78,0.3,0.15,"4,200.00",14.84,"2,100.00","6,314.84",2.5,1.25,31.9,10,1
2987B,HOPEME,27,2,76.0,103.5,2019,16.6,Understory,6-11,Alive,7,Young,13.0,"4,976.88",0.23,0.15,0.07,"2,600.00",7.36,"1,300.00","3,907.36",0.8,0.4,21.5,0,0
2987C,PEN2ST,27,2,74.8,104.8,2019,18.2,Understory,6-11,Alive,7,Young,0.5,256.24,0.01,0.16,0.08,100.00,8.06,50.00,158.06,-0.1,-0.05,22.8,0,1
2987D,GIROPA,27,2,77.0,100.8,2019,13.1,Understory,1-5,Alive,4,Young,2.5,458.19,0.02,0.12,0.06,500.00,5.8,250.00,755.80,0.6,0.3,18.3,6,0
2990,MONOMA,28,2,42.8,103.9,2019,19.6,Understory,6-11,Alive,58,Intermediate,15.0,"9,744.21",0.46,0.17,0.09,"3,000.00",8.68,"1,500.00","4,508.68",1.6,0.8,23.9,11,1
2993,INTSPA,28,2,49.8,103.8,2019,44.4,Canopy,12-17,Alive,65,Mature,3.0,"30,382.53",1.43,0.39,0.2,600.00,19.67,300.00,919.67,-1.1,-0.55,36.2,0,1
2993A,CYNOMA,28,2,49.2,103.2,2019,18.3,Understory,6-11,Alive,35,Intermediate,5.0,"2,607.58",0.12,0.16,0.08,"1,000.00",8.11,500.00,"1,508.11",0.7,0.35,22.9,0,0
2998,XANTEU,28,2,49.9,108.2,2019,15.7,Understory,6-11,Alive,54,Intermediate,16.0,"5,140.92",0.24,0.14,0.07,"3,200.00",6.96,"1,600.00","4,806.96",-0.3,-0.15,20.7,15,0
2998A,XANTEU,28,2,40.0,100.0,2019,11.2,Understory,1-5,Alive,40,Intermediate,16.0,"1,821.01",0.09,0.1,0.05,"3,200.00",4.96,"1,600.00","4,804.96",-0.2,-0.1,16.4,15,0
3000,NEPHER,28,2,41.6,108.3,2019,18.5,Understory,6-11,Alive,54,Intermediate,2.5,"1,349.79",0.06,0.16,0.08,500.00,8.2,250.00,758.20,-0.4,-0.2,23.0,0,0
3000A,CROTLA,28,2,42.2,105.8,2019,16.3,Understory,6-11,Alive,4,Young,11.0,"3,976.10",0.19,0.14,0.07,"2,200.00",7.22,"1,100.00","3,307.22",0.4,0.2,21.2,5,0
3001A,CASTME,28,2,40.4,118.0,2019,13.5,Understory,1-5,Alive,7,Young,2.5,502.57,0.02,0.12,0.06,500.00,5.98,250.00,755.98,0.6,0.3,18.7,0,0
3002,SHORM2,28,2,44.3,115.9,2019,14.8,Understory,6-11,Alive,48,Intermediate,14.0,"3,741.01",0.18,0.13,0.07,"2,800.00",6.56,"1,400.00","4,206.56",0.1,0.05,19.9,0,0
3002A,LITHWA,28,2,44.7,113.1,2019,33.6,Canopy,12-17,Alive,35,Intermediate,1.5,"5,798.88",0.27,0.3,0.15,300.00,14.89,150.00,464.89,1.2,0.6,32.0,0,1
3002B,CALOSO,28,2,47.6,113.1,2019,11.1,Understory,1-5,Alive,7,Young,0.5,55.39,0.0,0.1,0.05,100.00,4.92,50.00,154.92,0.3,0.15,16.3,0,0
3002C,PIMEGR,28,2,48.4,115.2,2019,14.3,Understory,6-11,Alive,7,Young,10.5,"2,521.69",0.12,0.13,0.06,"2,100.00",6.34,"1,050.00","3,156.34",0.1,0.05,19.5,0,0
3003A,RYPAKU,28,2,48.4,111.4,2019,12.4,Understory,1-5,Alive,28,Intermediate,11.0,"1,704.31",0.08,0.11,0.05,"2,200.00",5.49,"1,100.00","3,305.49",0.1,0.05,17.6,0,1
3003B,SINDEC,28,2,48.6,115.2,2019,19.4,Understory,6-11,Alive,28,Intermediate,1.0,628.57,0.03,0.17,0.09,200.00,8.6,100.00,308.60,0.6,0.3,23.7,0,1
3003B,SINDEC,28,2,48.6,115.2,2019,19.4,Understory,6-11,Alive,28,Intermediate,1.0,628.57,0.03,0.17,0.09,200.00,8.6,100.00,308.60,0.6,0.3,23.7,0,1
3003C,DIPLMA,28,2,51.5,111.0,2019,16.3,Understory,6-11,Alive,7,Young,5.5,"1,988.05",0.09,0.14,0.07,"1,100.00",7.22,550.00,"1,657.22",0.2,0.1,21.2,0,1
3003D,BACCPY,28,2,54.6,111.5,2019,10.6,Understory,1-5,Alive,7,Young,1.5,144.71,0.01,0.09,0.05,300.00,4.7,150.00,454.70,0.1,0.05,15.7,24,0
3006,RYPAKU,28,2,56.5,113.7,2019,20.4,Understory,6-11,Alive,54,Intermediate,11.0,"8,128.10",0.38,0.18,0.09,"2,200.00",9.04,"1,100.00","3,309.04",0.4,0.2,24.4,0,1
3007,ADENBI,28,2,59.4,116.0,2019,32.8,Canopy,12-17,Alive,53,Intermediate,1.5,"5,342.56",0.25,0.29,0.15,300.00,14.53,150.00,464.53,0.9,0.45,31.6,5,0
3007B,GARCPA,28,2,56.8,115.1,2019,14.4,Understory,6-11,Alive,7,Young,2.0,490.81,0.02,0.13,0.06,400.00,6.38,200.00,606.38,0.0,0.0,19.6,0,1
3007C,BEILP2,28,2,56.2,117.4,2019,11.3,Understory,1-5,Alive,7,Young,1.0,116.90,0.01,0.1,0.05,200.00,5.01,100.00,305.01,0.2,0.1,16.5,5,1
3007C,BEILP2,28,2,56.2,117.4,2019,11.3,Understory,1-5,Alive,7,Young,1.0,116.90,0.01,0.1,0.05,200.00,5.01,100.00,305.01,0.2,0.1,16.5,5,1
3007D,EUGESC,28,2,57.4,114.6,2019,11.2,Understory,1-5,Alive,7,Young,0.5,56.91,0.0,0.1,0.05,100.00,4.96,50.00,154.96,0.3,0.15,16.4,0,0
3007E,ALPHMA,28,2,56.4,117.0,2019,10.8,Understory,1-5,Alive,4,Young,5.5,561.15,0.03,0.1,0.05,"1,100.00",4.79,550.00,"1,654.79",0.0,0.0,16.0,0,0
3010,KOOMMA,28,2,56.9,108.3,2019,119.2,Emergent,>24,Alive,83,Mature,4.5,"1,729,241.67",81.27,1.06,0.53,900.00,52.82,450.00,"1,402.82",2.7,1.35,48.6,7,1
3015,SCHOAC,29,2,26.0,101.0,2019,66.3,Emergent,>24,Alive,69,Mature,2.0,"84,994.17",3.99,0.59,0.29,400.00,29.38,200.00,629.38,2.1,1.05,41.8,0,1
3016,ARTOLO,29,2,26.8,100.5,2019,28.4,Understory,6-11,Alive,54,Intermediate,2.0,"4,383.36",0.21,0.25,0.13,400.00,12.58,200.00,612.58,-0.6,-0.3,29.4,0,0
3017,DACRR1,29,2,31.8,100.1,2019,19.3,Understory,6-11,Alive,56,Intermediate,22.0,"13,601.15",0.64,0.17,0.09,"4,400.00",8.55,"2,200.00","6,608.55",-0.3,-0.15,23.6,0,1
3018,DACRR1,29,2,31.5,101.9,2019,18.5,Understory,6-11,Alive,55,Intermediate,22.0,"11,878.18",0.56,0.16,0.08,"4,400.00",8.2,"2,200.00","6,608.20",0.1,0.05,23.0,0,0
3022,SAR1GR,29,2,29.0,107.7,2019,46.2,Canopy,18-23,Alive,57,Intermediate,5.0,"58,222.65",2.74,0.41,0.2,"1,000.00",20.47,500.00,"1,520.47",-0.3,-0.15,36.7,9,1
3023,EUGECL,29,2,27.1,109.1,2019,46.7,Canopy,18-23,Alive,57,Intermediate,4.0,"48,377.57",2.27,0.41,0.21,800.00,20.69,400.00,"1,220.69",1.3,0.65,36.9,0,1
3023A,SHORM1,29,2,26.4,109.5,2019,21.7,Understory,6-11,Alive,7,Young,21.0,"18,953.53",0.89,0.19,0.1,"4,200.00",9.62,"2,100.00","6,309.62",0.9,0.45,25.4,10,0
3023B,SHORM2,29,2,27.8,108.2,2019,32.5,Canopy,12-17,Alive,7,Young,14.0,"48,332.33",2.27,0.29,0.14,"2,800.00",14.4,"1,400.00","4,214.40",1.4,0.7,31.5,0,0
3024,LANSDO,29,2,23.2,108.8,2019,28.8,Understory,6-11,Alive,55,Intermediate,6.5,"14,928.83",0.7,0.26,0.13,"1,300.00",12.76,650.00,"1,962.76",0.2,0.1,29.6,0,0
3030,XANTRU,29,2,25.3,113.5,2019,32.0,Canopy,12-17,Alive,59,Intermediate,4.0,"13,102.01",0.62,0.28,0.14,800.00,14.18,400.00,"1,214.18",0.9,0.45,31.2,6,1
3034A,SHORM1,29,2,39.6,108.5,2019,31.5,Canopy,12-17,Alive,28,Intermediate,21.0,"65,214.53",3.07,0.28,0.14,"4,200.00",13.96,"2,100.00","6,313.96",1.5,0.75,31.0,10,1
3034A,SHORM1,29,2,39.6,108.5,2019,31.5,Canopy,12-17,Alive,28,Intermediate,21.0,"65,214.53",3.07,0.28,0.14,"4,200.00",13.96,"2,100.00","6,313.96",1.5,0.75,31.0,10,1
3034B,SHORM1,29,2,22.0,119.8,2019,10.8,Understory,1-5,Alive,4,Young,21.0,"2,142.57",0.1,0.1,0.05,"4,200.00",4.79,"2,100.00","6,304.79",0.1,0.05,16.0,10,0
3041,XANTEU,29,2,35.1,115.3,2019,12.6,Understory,1-5,Alive,53,Intermediate,16.0,"2,603.05",0.12,0.11,0.06,"3,200.00",5.58,"1,600.00","4,805.58",0.1,0.05,17.8,15,0
3042,SCHOAC,29,2,36.4,117.3,2019,68.3,Emergent,>24,Alive,62,Mature,2.0,"94,744.05",4.45,0.61,0.3,400.00,30.26,200.00,630.26,-1.1,-0.55,42.2,0,1
3043,PALAH2,29,2,39.7,117.6,2019,27.6,Understory,6-11,Alive,57,Intermediate,1.5,"2,988.26",0.14,0.24,0.12,300.00,12.23,150.00,462.23,0.0,0.0,29.0,0,1
3045,HORSPO,29,2,38.1,114.1,2019,19.8,Understory,6-11,Alive,53,Intermediate,2.0,"1,342.33",0.06,0.18,0.09,400.00,8.77,200.00,608.77,0.0,0.0,24.0,0,1
3045A,EUGENA,29,2,38.6,113.0,2019,15.5,Understory,6-11,Alive,7,Young,1.5,463.00,0.02,0.14,0.07,300.00,6.87,150.00,456.87,0.8,0.4,20.6,0,0
3047,NEPHER,29,2,39.0,109.4,2019,27.7,Understory,6-11,Alive,55,Intermediate,2.5,"5,040.88",0.24,0.25,0.12,500.00,12.27,250.00,762.27,-0.3,-0.15,29.0,0,1
3047A,HOPEME,29,2,39.4,108.5,2019,11.8,Understory,1-5,Alive,7,Young,13.0,"1,732.29",0.08,0.1,0.05,"2,600.00",5.23,"1,300.00","3,905.23",0.2,0.1,17.0,0,0
3049,DACRRO,29,2,33.2,116.8,2019,21.1,Understory,6-11,Alive,52,Intermediate,4.5,"3,708.34",0.17,0.19,0.09,900.00,9.35,450.00,"1,359.35",0.1,0.05,24.9,7,1
3050,LANSDO,29,2,38.0,105.8,2019,17.1,Understory,6-11,Alive,54,Intermediate,6.5,"2,732.96",0.13,0.15,0.08,"1,300.00",7.58,650.00,"1,957.58",0.0,0.0,21.9,0,0
3052,DURIGR,30,2,3.2,102.9,2019,28.9,Understory,6-11,Alive,58,Intermediate,3.5,"8,132.51",0.38,0.26,0.13,700.00,12.81,350.00,"1,062.81",0.2,0.1,29.7,0,1
3052A,MONOMA,30,2,4.7,104.6,2019,15.3,Understory,6-11,Alive,7,Young,15.0,"4,445.76",0.21,0.14,0.07,"3,000.00",6.78,"1,500.00","4,506.78",0.8,0.4,20.4,11,0
3052B,MACALO,30,2,8.7,102.6,2019,10.8,Understory,1-5,Alive,4,Young,17.0,"1,734.46",0.08,0.1,0.05,"3,400.00",4.79,"1,700.00","5,104.79",0.3,0.15,16.0,0,0
3053,MESUFE,30,2,9.3,103.0,2019,24.4,Understory,6-11,Alive,54,Intermediate,7.5,"9,932.89",0.47,0.22,0.11,"1,500.00",10.81,750.00,"2,260.81",0.6,0.3,27.1,0,1
3057,MEMEO2,30,2,8.4,110.7,2019,30.1,Canopy,12-17,Alive,54,Intermediate,3.5,"9,323.33",0.44,0.27,0.13,700.00,13.34,350.00,"1,063.34",0.7,0.35,30.3,0,1
3060,EUGEP3,30,2,2.9,114.5,2019,48.5,Canopy,18-23,Alive,58,Intermediate,3.0,"41,465.41",1.95,0.43,0.21,600.00,21.49,300.00,921.49,0.9,0.45,37.4,8,1
3060A,OCHAAM,30,2,3.3,115.0,2019,17.0,Understory,6-11,Alive,22,Intermediate,10.0,"4,127.29",0.19,0.15,0.08,"2,000.00",7.53,"1,000.00","3,007.53",0.1,0.05,21.8,0,0
3067A,SHORM1,30,2,17.4,112.8,2019,19.4,Understory,6-11,Alive,7,Young,21.0,"13,199.96",0.62,0.17,0.09,"4,200.00",8.6,"2,100.00","6,308.60",1.0,0.5,23.7,10,1
3067B,BOUEOP,30,2,16.8,114.3,2019,15.7,Understory,6-11,Alive,7,Young,1.0,321.31,0.02,0.14,0.07,200.00,6.96,100.00,306.96,0.7,0.35,20.7,0,0
3068,IRVIMA,30,2,14.5,105.8,2019,80.9,Emergent,>24,Alive,76,Mature,1.0,"88,472.93",4.16,0.72,0.36,200.00,35.85,100.00,335.85,0.1,0.05,44.3,0,1
3068A,MACALO,30,2,13.5,105.5,2019,11.1,Understory,1-5,Alive,7,Young,17.0,"1,883.28",0.09,0.1,0.05,"3,400.00",4.92,"1,700.00","5,104.92",0.2,0.1,16.3,0,0
3068B,KNEMLA,30,2,14.2,106.4,2019,10.2,Understory,1-5,Alive,7,Young,4.0,344.01,0.02,0.09,0.05,800.00,4.52,400.00,"1,204.52",0.1,0.05,15.3,0,0
3069,EUGESU,30,2,15.6,112.5,2019,18.2,Understory,6-11,Alive,55,Intermediate,2.5,"1,281.22",0.06,0.16,0.08,500.00,8.06,250.00,758.06,0.4,0.2,22.8,7,1
3071,ALANRI,31,2,4.2,125.7,2019,21.9,Understory,6-11,Alive,55,Intermediate,8.0,"7,438.97",0.35,0.19,0.1,"1,600.00",9.7,800.00,"2,409.70",0.0,0.0,25.5,9,1
3071A,MEMEPU,31,2,4.8,124.8,2019,12.4,Understory,1-5,Alive,35,Intermediate,0.5,77.47,0.0,0.11,0.05,100.00,5.49,50.00,155.49,0.1,0.05,17.6,0,0
3071B,HOPEDR,31,2,5.1,125.2,2019,13.0,Understory,1-5,Alive,7,Young,3.5,626.56,0.03,0.12,0.06,700.00,5.76,350.00,"1,055.76",0.4,0.2,18.2,0,1
3072,GONOGR,31,2,8.1,122.3,2019,11.1,Understory,1-5,Alive,52,Intermediate,1.0,110.78,0.01,0.1,0.05,200.00,4.92,100.00,304.92,0.1,0.05,16.3,0,0
3072A,SHORL2,31,2,7.8,123.3,2019,71.6,Emergent,>24,Alive,48,Intermediate,3.5,"197,129.13",9.27,0.63,0.32,700.00,31.73,350.00,"1,081.73",0.7,0.35,42.8,13,1
3072B,NEOSKI,31,2,8.0,121.4,2019,14.3,Understory,6-11,Alive,7,Young,6.5,"1,561.05",0.07,0.13,0.06,"1,300.00",6.34,650.00,"1,956.34",0.5,0.25,19.5,0,1
3072C,PORTAN,31,2,7.2,124.3,2019,14.0,Understory,6-11,Alive,7,Young,11.5,"2,586.38",0.12,0.12,0.06,"2,300.00",6.2,"1,150.00","3,456.20",0.2,0.1,19.2,0,0
3074,NEPHOP,31,2,8.8,129.2,2019,36.7,Canopy,12-17,Alive,53,Intermediate,1.0,"5,228.54",0.25,0.33,0.16,200.00,16.26,100.00,316.26,0.9,0.45,33.3,0,1
3074A,SHORP2,31,2,9.2,128.9,2019,16.4,Understory,6-11,Alive,40,Intermediate,11.5,"4,237.64",0.2,0.15,0.07,"2,300.00",7.27,"1,150.00","3,457.27",0.2,0.1,21.3,0,0
3074C,MANGQU,31,2,13.8,129.8,2019,12.5,Understory,1-5,Alive,4,Young,7.0,"1,111.46",0.05,0.11,0.06,"1,400.00",5.54,700.00,"2,105.54",0.5,0.25,17.7,0,0
3077,EUGEC1,31,2,5.7,131.1,2019,14.1,Understory,6-11,Alive,52,Intermediate,8.0,"1,839.27",0.09,0.12,0.06,"1,600.00",6.25,800.00,"2,406.25",-0.8,-0.4,19.3,0,0
3077A,SHORP1,31,2,6.4,131.4,2019,15.9,Understory,6-11,Alive,7,Young,12.0,"4,011.80",0.19,0.14,0.07,"2,400.00",7.05,"1,200.00","3,607.05",-1.4,-0.7,20.9,0,1
3077B,CROTLA,31,2,8.0,131.0,2019,16.8,Understory,6-11,Alive,4,Young,11.0,"4,373.39",0.21,0.15,0.07,"2,200.00",7.44,"1,100.00","3,307.44",0.5,0.25,21.7,5,0
3079A,RYPAKU,31,2,1.4,137.3,2019,11.9,Understory,1-5,Alive,7,Young,11.0,"1,503.78",0.07,0.11,0.05,"2,200.00",5.27,"1,100.00","3,305.27",0.1,0.05,17.1,0,1
3079B,CASTME,31,2,3.3,138.0,2019,14.2,Understory,6-11,Alive,7,Young,2.5,587.49,0.03,0.13,0.06,500.00,6.29,250.00,756.29,0.0,0.0,19.4,0,0
3079C,SHORP1,31,2,0.4,138.2,2019,11.6,Understory,1-5,Alive,7,Young,12.0,"1,518.37",0.07,0.1,0.05,"2,400.00",5.14,"1,200.00","3,605.14",0.3,0.15,16.8,0,0
3080,BEILDI,31,2,7.8,136.2,2019,51.0,Canopy,18-23,Alive,58,Intermediate,5.0,"82,591.31",3.88,0.45,0.23,"1,000.00",22.6,500.00,"1,522.60",1.4,0.7,38.2,6,1
3080B,MEMEMI,31,2,11.5,138.2,2019,10.8,Understory,1-5,Alive,4,Young,3.5,357.10,0.02,0.1,0.05,700.00,4.79,350.00,"1,054.79",0.0,0.0,16.0,7,0
3080C,GARCPA,31,2,12.8,137.5,2019,11.2,Understory,1-5,Alive,4,Young,2.0,227.63,0.01,0.1,0.05,400.00,4.96,200.00,604.96,0.3,0.15,16.4,0,1
3080D,KIBAMA,31,2,15.4,137.2,2019,14.5,Understory,6-11,Alive,4,Young,0.5,125.37,0.01,0.13,0.06,100.00,6.42,50.00,156.42,3.2,1.6,19.7,0,0
3082B,MANGQU,31,2,13.2,131.2,2019,13.0,Understory,1-5,Alive,4,Young,7.0,"1,253.13",0.06,0.12,0.06,"1,400.00",5.76,700.00,"2,105.76",0.5,0.25,18.2,0,1
3087A,SHORMA,31,2,18.5,129.2,2019,15.9,Understory,6-11,Alive,4,Young,0.5,167.16,0.01,0.14,0.07,100.00,7.05,50.00,157.05,1.2,0.6,20.9,0,0
3088,DURIGR,31,2,17.7,121.5,2019,14.9,Understory,6-11,Alive,53,Intermediate,3.5,955.07,0.04,0.13,0.07,700.00,6.6,350.00,"1,056.60",-0.1,-0.05,20.0,0,1
3088,DURIGR,31,2,17.7,121.5,2019,14.9,Understory,6-11,Alive,53,Intermediate,3.5,955.07,0.04,0.13,0.07,700.00,6.6,350.00,"1,056.60",-0.1,-0.05,20.0,0,1
3088A,HOPEME,31,2,18.0,122.0,2019,16.9,Understory,6-11,Alive,7,Young,13.0,"5,266.35",0.25,0.15,0.07,"2,600.00",7.49,"1,300.00","3,907.49",0.1,0.05,21.7,0,0
3088B,TRI3MA,31,2,17.7,121.2,2019,12.1,Understory,1-5,Alive,7,Young,1.0,143.81,0.01,0.11,0.05,200.00,5.36,100.00,305.36,0.5,0.25,17.3,6,0
3090,XANTEU,32,2,20.0,120.0,2019,13.0,Understory,1-5,Alive,53,Intermediate,16.0,"2,864.29",0.13,0.12,0.06,"3,200.00",5.76,"1,600.00","4,805.76",-0.1,-0.05,18.2,15,1
3090B,SHORM1,32,2,25.2,121.0,2019,21.2,Understory,6-11,Alive,7,Young,21.0,"17,572.73",0.83,0.19,0.09,"4,200.00",9.39,"2,100.00","6,309.39",1.5,0.75,25.0,10,1
3094,PTYCCO,32,2,21.4,129.9,2019,31.6,Canopy,12-17,Alive,53,Intermediate,7.0,"21,972.52",1.03,0.28,0.14,"1,400.00",14.0,700.00,"2,114.00",3.0,1.5,31.0,0,1
3094A,SHORM1,32,2,30.0,130.0,2019,18.1,Understory,6-11,Alive,35,Intermediate,21.0,"10,575.04",0.5,0.16,0.08,"4,200.00",8.02,"2,100.00","6,308.02",1.3,0.65,22.7,10,1
3094B,SHORM1,32,2,30.8,130.4,2019,13.8,Understory,1-5,Alive,7,Young,21.0,"4,517.58",0.21,0.12,0.06,"4,200.00",6.11,"2,100.00","6,306.11",0.8,0.4,19.0,10,0
3094C,SHORM1,32,2,33.2,126.6,2019,13.0,Understory,1-5,Alive,7,Young,21.0,"3,759.38",0.18,0.12,0.06,"4,200.00",5.76,"2,100.00","6,305.76",0.7,0.35,18.2,10,0
3094D,SHORP2,32,2,30.2,129.4,2019,14.9,Understory,6-11,Alive,7,Young,11.5,"3,138.08",0.15,0.13,0.07,"2,300.00",6.6,"1,150.00","3,456.60",1.1,0.55,20.0,0,0
3098A,SHORM1,32,2,26.2,133.0,2019,22.2,Understory,6-11,Alive,7,Young,21.0,"20,411.47",0.96,0.2,0.1,"4,200.00",9.84,"2,100.00","6,309.84",1.8,0.9,25.7,10,1
3098B,XANTGR,32,2,28.2,132.8,2019,13.6,Understory,1-5,Alive,7,Young,4.0,822.60,0.04,0.12,0.06,800.00,6.03,400.00,"1,206.03",0.2,0.1,18.8,5,0
3098C,SHORP2,32,2,32.0,133.5,2019,28.1,Understory,6-11,Alive,7,Young,11.5,"24,325.11",1.14,0.25,0.12,"2,300.00",12.45,"1,150.00","3,462.45",3.3,1.65,29.3,0,1
3098C,SHORP2,32,2,32.0,133.5,2019,28.1,Understory,6-11,Alive,7,Young,11.5,"24,325.11",1.14,0.25,0.12,"2,300.00",12.45,"1,150.00","3,462.45",3.3,1.65,29.3,0,1
3098D,HOPEME,32,2,35.3,133.0,2019,17.2,Understory,6-11,Alive,7,Young,13.0,"5,567.73",0.26,0.15,0.08,"2,600.00",7.62,"1,300.00","3,907.62",1.2,0.6,22.0,0,1
3104A,SHORP2,32,2,32.0,133.5,2019,10.6,Understory,1-5,Alive,7,Young,11.5,"1,109.41",0.05,0.09,0.05,"2,300.00",4.7,"1,150.00","3,454.70",-3.3,-1.65,15.7,0,0
3105A,NEOBHE,32,2,28.6,139.6,2019,13.5,Understory,1-5,Alive,7,Young,5.0,"1,005.14",0.05,0.12,0.06,"1,000.00",5.98,500.00,"1,505.98",0.5,0.25,18.7,0,1
3108A,SHORM1,32,2,39.6,138.0,2019,12.4,Understory,1-5,Alive,4,Young,21.0,"3,253.69",0.15,0.11,0.05,"4,200.00",5.49,"2,100.00","6,305.49",1.6,0.8,17.6,10,0
3109,PTYCCO,32,2,34.1,131.7,2019,14.0,Understory,6-11,Alive,53,Intermediate,7.0,"1,574.32",0.07,0.12,0.06,"1,400.00",6.2,700.00,"2,106.20",0.0,0.0,19.2,0,0
3110,GANUSN,32,2,32.6,127.6,2019,37.4,Canopy,12-17,Alive,59,Intermediate,4.0,"22,318.80",1.05,0.33,0.17,800.00,16.57,400.00,"1,216.57",0.1,0.05,33.6,0,1
3113,MEMEAM,32,2,37.8,124.2,2019,12.3,Understory,1-5,Alive,48,Intermediate,3.0,453.48,0.02,0.11,0.05,600.00,5.45,300.00,905.45,0.3,0.15,17.5,0,1
3113A,ARCHBU,32,2,33.4,123.6,2019,25.7,Understory,6-11,Alive,7,Young,11.5,"18,076.40",0.85,0.23,0.11,"2,300.00",11.39,"1,150.00","3,461.39",2.4,1.2,27.9,0,1
3113B,MACALO,32,2,35.8,123.4,2019,11.4,Understory,1-5,Alive,7,Young,17.0,"2,040.90",0.1,0.1,0.05,"3,400.00",5.05,"1,700.00","5,105.05",0.1,0.05,16.6,0,0
3113C,QUERAR,32,2,33.6,125.6,2019,15.0,Understory,6-11,Alive,7,Young,4.5,"1,253.81",0.06,0.13,0.07,900.00,6.65,450.00,"1,356.65",1.2,0.6,20.1,0,1
3114A,SHORM1,32,2,32.6,120.8,2019,18.2,Understory,6-11,Alive,7,Young,21.0,"10,762.26",0.51,0.16,0.08,"4,200.00",8.06,"2,100.00","6,308.06",1.6,0.8,22.8,10,0
3115,ELATTA,32,2,39.2,121.4,2019,37.5,Canopy,12-17,Alive,59,Intermediate,3.5,"19,709.39",0.93,0.33,0.17,700.00,16.62,350.00,"1,066.62",0.1,0.05,33.6,9,1
3116A,EUGECL,32,2,39.1,123.2,2019,11.9,Understory,1-5,Alive,35,Intermediate,4.0,546.83,0.03,0.11,0.05,800.00,5.27,400.00,"1,205.27",0.1,0.05,17.1,0,0
3118A,HOPEME,33,2,41.2,120.4,2019,32.4,Canopy,12-17,Alive,48,Intermediate,13.0,"44,413.19",2.09,0.29,0.14,"2,600.00",14.36,"1,300.00","3,914.36",0.9,0.45,31.4,0,1
3120,MILLAT,33,2,47.8,123.6,2019,19.7,Understory,6-11,Alive,53,Intermediate,5.5,"3,631.79",0.17,0.17,0.09,"1,100.00",8.73,550.00,"1,658.73",0.4,0.2,23.9,0,0
3121,DACRR1,33,2,50.0,121.2,2019,13.7,Understory,1-5,Alive,52,Intermediate,22.0,"4,627.67",0.22,0.12,0.06,"4,400.00",6.07,"2,200.00","6,606.07",-0.1,-0.05,18.9,0,0
3121A,MILLAT,33,2,51.8,121.0,2019,15.0,Understory,6-11,Alive,28,Intermediate,5.5,"1,532.43",0.07,0.13,0.07,"1,100.00",6.65,550.00,"1,656.65",0.0,0.0,20.1,0,1
3122,DACRR1,33,2,46.0,126.2,2019,14.2,Understory,6-11,Alive,53,Intermediate,22.0,"5,169.89",0.24,0.13,0.06,"4,400.00",6.29,"2,200.00","6,606.29",0.0,0.0,19.4,0,0
3123,MEMEAM,33,2,46.7,127.3,2019,15.5,Understory,6-11,Alive,53,Intermediate,3.0,926.00,0.04,0.14,0.07,600.00,6.87,300.00,906.87,0.3,0.15,20.6,0,1
3124,CANTDI,33,2,45.3,127.6,2019,34.4,Canopy,12-17,Alive,54,Intermediate,7.0,"29,322.14",1.38,0.3,0.15,"1,400.00",15.24,700.00,"2,115.24",-1.6,-0.8,32.3,0,1
3124A,SHORAC,33,2,43.5,128.0,2019,15.9,Understory,6-11,Alive,7,Young,8.5,"2,841.69",0.13,0.14,0.07,"1,700.00",7.05,850.00,"2,557.05",0.1,0.05,20.9,0,0
3125,CANAAP,33,2,47.7,128.5,2019,54.9,Canopy,18-23,Alive,68,Mature,0.5,"10,742.81",0.5,0.49,0.24,100.00,24.33,50.00,174.33,0.7,0.35,39.2,0,1
3126A,MEMEAM,33,2,43.0,130.4,2019,14.0,Understory,6-11,Alive,7,Young,3.0,674.71,0.03,0.12,0.06,600.00,6.2,300.00,906.20,0.7,0.35,19.2,0,0
3126B,SANTLA,33,2,41.9,132.0,2019,17.5,Understory,6-11,Alive,7,Young,9.0,"4,071.70",0.19,0.16,0.08,"1,800.00",7.75,900.00,"2,707.75",1.1,0.55,22.2,4,1
3126C,MESUFE,33,2,45.0,131.0,2019,12.0,Understory,1-5,Alive,7,Young,7.5,"1,051.68",0.05,0.11,0.05,"1,500.00",5.32,750.00,"2,255.32",0.5,0.25,17.2,0,0
3130B,SHOROV,33,2,47.0,136.6,2019,15.7,Understory,6-11,Alive,7,Young,2.0,642.62,0.03,0.14,0.07,400.00,6.96,200.00,606.96,0.8,0.4,20.7,0,0
